Order Date,Ship Date,Order ID,Sales Channel,Order Priority,Product ID,Product Category,Product Name,Unit Cost ($),Unit Price ($),Customer ID,Customer Name,Customer Segment,Country,Region,City,Quantity,Gross Sales ($),Discount %,Discount Amount ($),Net Sales ($),Total Cost ($),Gross Profit ($),Profit Margin %,Shipping Cost ($),Ship Mode,Delivery Status,Customer Rating
06-01-2025,13-01-2025,BE-10460,Online,Critical,PROD-COM-77,Computing,Pro Monitor 27,120.0,279.0,CUST-428,Customer 428,Education,USA,NA,Los Angeles,12,3348.0,0.0%,0.00,3348.00,1440.00,1908.00,57.0%,35.91,Standard,Delivered,3
21-12-2024,28-12-2024,BE-10461,Distributor,Medium,PROD-MOB-38,Mobile,Alpha Lite,150.0,349.0,CUST-505,Customer 505,Education,Brazil,LATAM,Sao Paulo,10,3490.0,15.0%,523.50,2966.50,1500.00,1466.50,49.4%,30.98,Standard,Returned,4
25-10-2025,26-10-2025,BE-10462,Distributor,Medium,PROD-COM-38,Computing,Apex Desktop,750.0,1599.0,CUST-869,Customer 869,Consumer,Brazil,LATAM,Sao Paulo,5,7995.0,5.0%,399.75,7595.25,3750.00,3845.25,50.6%,14.63,Standard,Delivered,3
08-02-2025,13-02-2025,BE-10463,Online,Medium,PROD-COM-53,Computing,Apex Desktop,750.0,1599.0,CUST-932,Customer 932,Education,Mexico,LATAM,Mexico City,4,6396.0,0.0%,0.00,6396.00,3000.00,3396.00,53.1%,17.76,Express,Delivered,5
09-03-2024,11-03-2024,BE-10464,Distributor,Medium,PROD-COM-75,Computing,Titan Laptop,600.0,1299.0,CUST-257,Customer 257,Corporate,UK,EMEA,London,3,3897.0,20.0%,779.40,3117.60,1800.00,1317.60,42.3%,6.40,Overnight,Delivered,5
08-01-2026,09-01-2026,BE-10465,Online,Critical,PROD-WEA-67,Wearables,FitTrack Watch,50.0,149.0,CUST-638,Customer 638,Consumer,Canada,NA,Toronto,13,1937.0,0.0%,0.00,1937.00,650.00,1287.00,66.4%,52.69,Express,Delivered,3
18-11-2024,22-11-2024,BE-10466,Distributor,Medium,PROD-COM-22,Computing,Titan Laptop,600.0,1299.0,CUST-780,Customer 780,Consumer,Canada,NA,Toronto,3,3897.0,5.0%,194.85,3702.15,1800.00,1902.15,51.4%,6.66,Express,Delivered,1
10-06-2026,17-06-2026,BE-10467,In-Store,Medium,PROD-WEA-42,Wearables,Aura Smart Ring,70.0,199.0,CUST-486,Customer 486,Corporate,Mexico,LATAM,Mexico City,13,2587.0,15.0%,388.05,2198.95,910.00,1288.95,58.6%,59.39,Express,Delayed,5
25-03-2026,28-03-2026,BE-10468,Online,Critical,PROD-MOB-59,Mobile,Quantum Phone X,400.0,899.0,CUST-979,Customer 979,Corporate,India,APAC,Mumbai,5,4495.0,0.0%,0.00,4495.00,2000.00,2495.00,55.5%,20.70,Express,Delivered,5
28-03-2025,30-03-2025,BE-10469,Online,High,PROD-COM-91,Computing,Apex Desktop,750.0,1599.0,CUST-189,Customer 189,Corporate,India,APAC,Mumbai,1,1599.0,10.0%,159.90,1439.10,750.00,689.10,47.9%,4.81,Standard,Delivered,4
26-02-2026,01-03-2026,BE-10470,Online,High,PROD-WEA-65,Wearables,FitTrack Watch,50.0,149.0,CUST-704,Customer 704,Corporate,UK,EMEA,London,7,1043.0,5.0%,52.15,990.85,350.00,640.85,64.7%,26.35,Standard,Delivered,5
23-09-2025,26-09-2025,BE-10471,In-Store,Medium,PROD-SMA-77,Smart Home,Omni Speaker,25.0,69.0,CUST-425,Customer 425,Consumer,Australia,APAC,Sydney,10,690.0,0.0%,0.00,690.00,250.00,440.00,63.8%,33.42,Standard,Delivered,4
27-02-2025,28-02-2025,BE-10472,In-Store,Medium,PROD-COM-30,Computing,Titan Laptop,600.0,1299.0,CUST-115,Customer 115,Consumer,Brazil,LATAM,Sao Paulo,6,7794.0,0.0%,0.00,7794.00,3600.00,4194.00,53.8%,25.67,Express,Delivered,5
12-04-2024,15-04-2024,BE-10473,Online,High,PROD-AUD-79,Audio,NeoBuds Pro,45.0,120.0,CUST-358,Customer 358,Education,USA,NA,Los Angeles,9,1080.0,0.0%,0.00,1080.00,405.00,675.00,62.5%,41.61,Express,Delivered,4
07-03-2026,09-03-2026,BE-10474,In-Store,Low,PROD-AUD-45,Audio,Wave Soundbar,110.0,299.0,CUST-414,Customer 414,Consumer,Japan,APAC,Tokyo,11,3289.0,0.0%,0.00,3289.00,1210.00,2079.00,63.2%,52.47,Express,Delivered,5
22-05-2025,25-05-2025,BE-10475,Distributor,Medium,PROD-SMA-95,Smart Home,Beacon Camera,35.0,99.0,CUST-236,Customer 236,Education,Australia,APAC,Sydney,11,1089.0,10.0%,108.90,980.10,385.00,595.10,60.7%,47.96,Express,Delivered,3
04-09-2025,06-09-2025,BE-10476,In-Store,Medium,PROD-WEA-35,Wearables,Aura Smart Ring,70.0,199.0,CUST-514,Customer 514,Corporate,Germany,EMEA,Berlin,7,1393.0,10.0%,139.30,1253.70,490.00,763.70,60.9%,25.19,Express,Delivered,5
30-09-2024,02-10-2024,BE-10477,Distributor,Critical,PROD-MOB-83,Mobile,Alpha Lite,150.0,349.0,CUST-328,Customer 328,Education,Australia,APAC,Sydney,5,1745.0,10.0%,174.50,1570.50,750.00,820.50,52.2%,17.58,Overnight,Delivered,5
15-01-2024,17-01-2024,BE-10478,Distributor,Medium,PROD-WEA-59,Wearables,Aura Smart Ring,70.0,199.0,CUST-270,Customer 270,Corporate,Brazil,LATAM,Sao Paulo,9,1791.0,20.0%,358.20,1432.80,630.00,802.80,56.0%,19.51,Express,Delivered,4
26-05-2025,29-05-2025,BE-10479,In-Store,Medium,PROD-MOB-95,Mobile,Alpha Lite,150.0,349.0,CUST-852,Customer 852,Consumer,Germany,EMEA,Berlin,7,2443.0,5.0%,122.15,2320.85,1050.00,1270.85,54.8%,24.48,Express,Returned,1
21-11-2024,23-11-2024,BE-10480,Online,Low,PROD-COM-97,Computing,Apex Desktop,750.0,1599.0,CUST-515,Customer 515,Corporate,France,EMEA,Paris,11,17589.0,5.0%,879.45,16709.55,8250.00,8459.55,50.6%,26.66,Express,Delivered,3
14-01-2025,15-01-2025,BE-10481,In-Store,Medium,PROD-WEA-20,Wearables,Aura Smart Ring,70.0,199.0,CUST-767,Customer 767,Consumer,France,EMEA,Paris,2,398.0,0.0%,0.00,398.00,140.00,258.00,64.8%,8.73,Express,Delayed,5
09-04-2024,13-04-2024,BE-10482,Distributor,Medium,PROD-AUD-39,Audio,Wave Soundbar,110.0,299.0,CUST-574,Customer 574,Corporate,USA,NA,New York,2,598.0,0.0%,0.00,598.00,220.00,378.00,63.2%,6.44,Overnight,Delivered,3
22-02-2024,24-02-2024,BE-10483,Online,Medium,PROD-SMA-91,Smart Home,Beacon Camera,35.0,99.0,CUST-561,Customer 561,Consumer,Australia,APAC,Sydney,10,990.0,20.0%,198.00,792.00,350.00,442.00,55.8%,24.77,Overnight,Delivered,4
30-03-2025,31-03-2025,BE-10484,Online,High,PROD-MOB-67,Mobile,Quantum Phone X,400.0,899.0,CUST-800,Customer 800,Corporate,USA,NA,New York,10,8990.0,0.0%,0.00,8990.00,4000.00,4990.00,55.5%,22.74,Standard,Delivered,3
22-06-2025,23-06-2025,BE-10485,Distributor,Critical,PROD-SMA-28,Smart Home,Omni Speaker,25.0,69.0,CUST-435,Customer 435,Education,Japan,APAC,Tokyo,1,69.0,15.0%,10.35,58.65,25.00,33.65,57.4%,3.42,Express,Delivered,5
07-03-2025,10-03-2025,BE-10486,Online,Critical,PROD-COM-49,Computing,Pro Monitor 27,120.0,279.0,CUST-558,Customer 558,Corporate,Canada,NA,Toronto,2,558.0,0.0%,0.00,558.00,240.00,318.00,57.0%,9.01,Overnight,Delivered,5
14-09-2025,19-09-2025,BE-10487,Online,High,PROD-WEA-36,Wearables,FitTrack Watch,50.0,149.0,CUST-964,Customer 964,Consumer,UK,EMEA,London,1,149.0,0.0%,0.00,149.00,50.00,99.00,66.4%,4.90,Express,Delivered,5
17-07-2024,21-07-2024,BE-10488,Distributor,Medium,PROD-SMA-34,Smart Home,Beacon Camera,35.0,99.0,CUST-853,Customer 853,Education,Germany,EMEA,Berlin,14,1386.0,0.0%,0.00,1386.00,490.00,896.00,64.7%,57.53,Overnight,Delivered,5
15-05-2024,18-05-2024,BE-10489,Distributor,Medium,PROD-COM-88,Computing,Apex Desktop,750.0,1599.0,CUST-137,Customer 137,Education,Germany,EMEA,Berlin,13,20787.0,0.0%,0.00,20787.00,9750.00,11037.00,53.1%,62.40,Standard,Delivered,4
16-02-2026,20-02-2026,BE-10490,Online,Low,PROD-COM-22,Computing,Titan Laptop,600.0,1299.0,CUST-296,Customer 296,Education,Germany,EMEA,Berlin,9,11691.0,20.0%,2338.20,9352.80,5400.00,3952.80,42.3%,29.03,Express,Delivered,1
21-03-2025,24-03-2025,BE-10491,Distributor,Low,PROD-WEA-87,Wearables,Aura Smart Ring,70.0,199.0,CUST-110,Customer 110,Consumer,Mexico,LATAM,Mexico City,4,796.0,15.0%,119.40,676.60,280.00,396.60,58.6%,15.98,Overnight,Delivered,5
04-05-2026,07-05-2026,BE-10492,Online,Medium,PROD-WEA-65,Wearables,FitTrack Watch,50.0,149.0,CUST-334,Customer 334,Education,Australia,APAC,Sydney,11,1639.0,5.0%,81.95,1557.05,550.00,1007.05,64.7%,52.39,Express,Delivered,4
14-03-2025,16-03-2025,BE-10493,Online,Medium,PROD-AUD-11,Audio,NeoBuds Pro,45.0,120.0,CUST-432,Customer 432,Corporate,Mexico,LATAM,Mexico City,11,1320.0,5.0%,66.00,1254.00,495.00,759.00,60.5%,38.62,Standard,Delivered,5
23-01-2024,29-01-2024,BE-10494,Distributor,High,PROD-COM-86,Computing,Titan Laptop,600.0,1299.0,CUST-812,Customer 812,Education,USA,NA,Los Angeles,11,14289.0,0.0%,0.00,14289.00,6600.00,7689.00,53.8%,27.73,Overnight,Delivered,3
25-02-2025,28-02-2025,BE-10495,Distributor,Medium,PROD-WEA-46,Wearables,FitTrack Watch,50.0,149.0,CUST-938,Customer 938,Corporate,Brazil,LATAM,Sao Paulo,4,596.0,10.0%,59.60,536.40,200.00,336.40,62.7%,16.32,Express,Delivered,4
21-01-2026,24-01-2026,BE-10496,Distributor,High,PROD-SMA-73,Smart Home,Beacon Camera,35.0,99.0,CUST-766,Customer 766,Corporate,Mexico,LATAM,Mexico City,1,99.0,5.0%,4.95,94.05,35.00,59.05,62.8%,3.57,Express,Delivered,4
24-08-2025,26-08-2025,BE-10497,Distributor,Low,PROD-SMA-26,Smart Home,Beacon Camera,35.0,99.0,CUST-711,Customer 711,Corporate,Mexico,LATAM,Mexico City,9,891.0,10.0%,89.10,801.90,315.00,486.90,60.7%,39.53,Express,Returned,4
13-08-2024,15-08-2024,BE-10498,In-Store,Medium,PROD-AUD-78,Audio,Wave Soundbar,110.0,299.0,CUST-262,Customer 262,Consumer,Mexico,LATAM,Mexico City,10,2990.0,0.0%,0.00,2990.00,1100.00,1890.00,63.2%,42.04,Express,Delayed,4
04-08-2025,07-08-2025,BE-10499,In-Store,Low,PROD-WEA-18,Wearables,FitTrack Watch,50.0,149.0,CUST-703,Customer 703,Corporate,Germany,EMEA,Berlin,8,1192.0,10.0%,119.20,1072.80,400.00,672.80,62.7%,16.78,Overnight,Delivered,5
13-04-2024,16-04-2024,BE-10500,In-Store,Low,PROD-COM-53,Computing,Apex Desktop,750.0,1599.0,CUST-985,Customer 985,Corporate,USA,NA,Los Angeles,14,22386.0,0.0%,0.00,22386.00,10500.00,11886.00,53.1%,53.23,Express,Delivered,4
21-02-2025,28-02-2025,BE-10501,Distributor,Medium,PROD-SMA-26,Smart Home,Beacon Camera,35.0,99.0,CUST-311,Customer 311,Corporate,Canada,NA,Toronto,11,1089.0,0.0%,0.00,1089.00,385.00,704.00,64.7%,53.24,Overnight,Delivered,5
17-04-2026,24-04-2026,BE-10502,In-Store,High,PROD-MOB-26,Mobile,Alpha Lite,150.0,349.0,CUST-969,Customer 969,Education,Japan,APAC,Tokyo,5,1745.0,5.0%,87.25,1657.75,750.00,907.75,54.8%,10.15,Express,Delivered,4
13-11-2025,16-11-2025,BE-10503,Online,Medium,PROD-AUD-21,Audio,NeoBuds Pro,45.0,120.0,CUST-791,Customer 791,Corporate,India,APAC,Mumbai,1,120.0,20.0%,24.00,96.00,45.00,51.00,53.1%,2.39,Overnight,Delivered,3
27-08-2025,29-08-2025,BE-10504,Distributor,Low,PROD-AUD-33,Audio,Aero Headphones,80.0,199.0,CUST-308,Customer 308,Education,India,APAC,Mumbai,13,2587.0,15.0%,388.05,2198.95,1040.00,1158.95,52.7%,52.64,Overnight,Delivered,5
30-03-2025,31-03-2025,BE-10505,Online,High,PROD-WEA-71,Wearables,Aura Smart Ring,70.0,199.0,CUST-389,Customer 389,Education,India,APAC,Mumbai,11,2189.0,10.0%,218.90,1970.10,770.00,1200.10,60.9%,42.70,Standard,Delivered,3
15-03-2026,22-03-2026,BE-10506,Distributor,Medium,PROD-SMA-28,Smart Home,Beacon Camera,35.0,99.0,CUST-688,Customer 688,Consumer,USA,NA,Los Angeles,9,891.0,15.0%,133.65,757.35,315.00,442.35,58.4%,43.01,Standard,Delivered,5
28-12-2024,02-01-2025,BE-10507,In-Store,Critical,PROD-MOB-77,Mobile,Quantum Phone X,400.0,899.0,CUST-425,Customer 425,Consumer,USA,NA,New York,12,10788.0,5.0%,539.40,10248.60,4800.00,5448.60,53.2%,59.25,Standard,Delivered,4
10-01-2024,13-01-2024,BE-10508,Online,Medium,PROD-AUD-86,Audio,NeoBuds Pro,45.0,120.0,CUST-629,Customer 629,Education,UK,EMEA,London,14,1680.0,0.0%,0.00,1680.00,630.00,1050.00,62.5%,51.27,Express,Delivered,5
18-10-2025,21-10-2025,BE-10509,Online,Low,PROD-AUD-95,Audio,Wave Soundbar,110.0,299.0,CUST-920,Customer 920,Corporate,Brazil,LATAM,Sao Paulo,13,3887.0,5.0%,194.35,3692.65,1430.00,2262.65,61.3%,39.30,Express,Delivered,1
25-02-2024,01-03-2024,BE-10510,In-Store,Critical,PROD-WEA-25,Wearables,Aura Smart Ring,70.0,199.0,CUST-369,Customer 369,Consumer,Mexico,LATAM,Mexico City,8,1592.0,5.0%,79.60,1512.40,560.00,952.40,63.0%,31.89,Express,Delivered,2
11-07-2025,14-07-2025,BE-10511,In-Store,Medium,PROD-WEA-14,Wearables,FitTrack Watch,50.0,149.0,CUST-761,Customer 761,Consumer,Mexico,LATAM,Mexico City,8,1192.0,5.0%,59.60,1132.40,400.00,732.40,64.7%,30.79,Standard,Delivered,4
12-01-2024,14-01-2024,BE-10512,Online,Medium,PROD-WEA-26,Wearables,FitTrack Watch,50.0,149.0,CUST-561,Customer 561,Education,Mexico,LATAM,Mexico City,11,1639.0,5.0%,81.95,1557.05,550.00,1007.05,64.7%,37.67,Express,Delivered,4
08-07-2025,10-07-2025,BE-10513,In-Store,Medium,PROD-COM-46,Computing,Apex Desktop,750.0,1599.0,CUST-315,Customer 315,Corporate,UK,EMEA,London,8,12792.0,5.0%,639.60,12152.40,6000.00,6152.40,50.6%,26.14,Overnight,Delivered,4
08-01-2026,11-01-2026,BE-10514,In-Store,High,PROD-SMA-45,Smart Home,Beacon Camera,35.0,99.0,CUST-345,Customer 345,Education,Mexico,LATAM,Mexico City,2,198.0,5.0%,9.90,188.10,70.00,118.10,62.8%,6.47,Overnight,Delivered,4
02-07-2024,05-07-2024,BE-10515,In-Store,High,PROD-WEA-19,Wearables,FitTrack Watch,50.0,149.0,CUST-413,Customer 413,Education,Australia,APAC,Sydney,6,894.0,15.0%,134.10,759.90,300.00,459.90,60.5%,16.82,Overnight,Delivered,5
25-03-2026,30-03-2026,BE-10516,In-Store,Medium,PROD-MOB-24,Mobile,Quantum Phone X,400.0,899.0,CUST-521,Customer 521,Consumer,Mexico,LATAM,Mexico City,8,7192.0,5.0%,359.60,6832.40,3200.00,3632.40,53.2%,28.51,Overnight,Delivered,3
05-03-2024,08-03-2024,BE-10517,Online,High,PROD-AUD-11,Audio,Aero Headphones,80.0,199.0,CUST-494,Customer 494,Education,Canada,NA,Toronto,12,2388.0,10.0%,238.80,2149.20,960.00,1189.20,55.3%,29.47,Express,Delivered,5
28-03-2025,29-03-2025,BE-10518,Online,Medium,PROD-SMA-64,Smart Home,Omni Speaker,25.0,69.0,CUST-391,Customer 391,Consumer,Mexico,LATAM,Mexico City,10,690.0,0.0%,0.00,690.00,250.00,440.00,63.8%,27.83,Standard,Delivered,5
24-06-2025,28-06-2025,BE-10519,In-Store,Medium,PROD-MOB-48,Mobile,Alpha Lite,150.0,349.0,CUST-910,Customer 910,Education,Japan,APAC,Tokyo,11,3839.0,10.0%,383.90,3455.10,1650.00,1805.10,52.2%,35.70,Express,Delivered,4
26-01-2024,30-01-2024,BE-10520,Online,Medium,PROD-WEA-11,Wearables,Aura Smart Ring,70.0,199.0,CUST-515,Customer 515,Education,Australia,APAC,Sydney,9,1791.0,0.0%,0.00,1791.00,630.00,1161.00,64.8%,40.98,Standard,Delayed,4
10-06-2026,16-06-2026,BE-10521,In-Store,High,PROD-SMA-31,Smart Home,Omni Speaker,25.0,69.0,CUST-455,Customer 455,Education,India,APAC,Mumbai,6,414.0,0.0%,0.00,414.00,150.00,264.00,63.8%,19.88,Overnight,Delivered,4
02-07-2025,07-07-2025,BE-10522,In-Store,High,PROD-WEA-90,Wearables,FitTrack Watch,50.0,149.0,CUST-470,Customer 470,Consumer,USA,NA,New York,2,298.0,10.0%,29.80,268.20,100.00,168.20,62.7%,6.76,Express,Delivered,4
05-10-2025,09-10-2025,BE-10523,In-Store,High,PROD-WEA-86,Wearables,FitTrack Watch,50.0,149.0,CUST-603,Customer 603,Corporate,Brazil,LATAM,Sao Paulo,10,1490.0,0.0%,0.00,1490.00,500.00,990.00,66.4%,37.11,Standard,Delayed,5
19-08-2025,22-08-2025,BE-10524,Online,Low,PROD-COM-78,Computing,Titan Laptop,600.0,1299.0,CUST-141,Customer 141,Consumer,Australia,APAC,Sydney,8,10392.0,0.0%,0.00,10392.00,4800.00,5592.00,53.8%,26.79,Standard,Delivered,5
29-02-2024,01-03-2024,BE-10525,In-Store,Low,PROD-AUD-69,Audio,Aero Headphones,80.0,199.0,CUST-108,Customer 108,Corporate,USA,NA,Los Angeles,13,2587.0,5.0%,129.35,2457.65,1040.00,1417.65,57.7%,46.28,Standard,Delayed,4
19-08-2025,24-08-2025,BE-10526,In-Store,High,PROD-SMA-60,Smart Home,Beacon Camera,35.0,99.0,CUST-659,Customer 659,Consumer,Japan,APAC,Tokyo,10,990.0,0.0%,0.00,990.00,350.00,640.00,64.7%,30.65,Overnight,Delivered,4
12-11-2024,15-11-2024,BE-10527,Online,Medium,PROD-AUD-57,Audio,Wave Soundbar,110.0,299.0,CUST-287,Customer 287,Consumer,Germany,EMEA,Berlin,4,1196.0,0.0%,0.00,1196.00,440.00,756.00,63.2%,11.80,Overnight,Delivered,5
12-09-2025,13-09-2025,BE-10528,In-Store,Low,PROD-AUD-22,Audio,Wave Soundbar,110.0,299.0,CUST-595,Customer 595,Corporate,Brazil,LATAM,Sao Paulo,13,3887.0,0.0%,0.00,3887.00,1430.00,2457.00,63.2%,57.19,Overnight,Returned,5
10-11-2024,12-11-2024,BE-10529,Online,Medium,PROD-AUD-29,Audio,Aero Headphones,80.0,199.0,CUST-816,Customer 816,Consumer,Mexico,LATAM,Mexico City,6,1194.0,15.0%,179.10,1014.90,480.00,534.90,52.7%,22.76,Express,Delivered,4
08-08-2025,15-08-2025,BE-10530,In-Store,Low,PROD-MOB-75,Mobile,Alpha Lite,150.0,349.0,CUST-142,Customer 142,Consumer,USA,NA,Los Angeles,13,4537.0,0.0%,0.00,4537.00,1950.00,2587.00,57.0%,38.60,Express,Delayed,3
13-01-2025,17-01-2025,BE-10531,Online,High,PROD-COM-91,Computing,Titan Laptop,600.0,1299.0,CUST-265,Customer 265,Corporate,Germany,EMEA,Berlin,9,11691.0,0.0%,0.00,11691.00,5400.00,6291.00,53.8%,40.61,Overnight,Delivered,4
08-12-2025,10-12-2025,BE-10532,Online,Low,PROD-AUD-60,Audio,Aero Headphones,80.0,199.0,CUST-945,Customer 945,Consumer,Japan,APAC,Tokyo,9,1791.0,15.0%,268.65,1522.35,720.00,802.35,52.7%,35.12,Express,Delivered,5
21-06-2025,23-06-2025,BE-10533,Online,Medium,PROD-SMA-56,Smart Home,Omni Speaker,25.0,69.0,CUST-258,Customer 258,Corporate,Brazil,LATAM,Sao Paulo,12,828.0,0.0%,0.00,828.00,300.00,528.00,63.8%,39.39,Overnight,Delivered,4
06-04-2026,09-04-2026,BE-10534,In-Store,Medium,PROD-MOB-63,Mobile,Alpha Lite,150.0,349.0,CUST-555,Customer 555,Consumer,USA,NA,New York,10,3490.0,0.0%,0.00,3490.00,1500.00,1990.00,57.0%,33.96,Express,Delivered,5
10-07-2025,15-07-2025,BE-10535,Online,Medium,PROD-COM-84,Computing,Apex Desktop,750.0,1599.0,CUST-495,Customer 495,Consumer,France,EMEA,Paris,14,22386.0,0.0%,0.00,22386.00,10500.00,11886.00,53.1%,65.64,Express,Delivered,5
17-02-2025,20-02-2025,BE-10536,Distributor,High,PROD-WEA-81,Wearables,FitTrack Watch,50.0,149.0,CUST-309,Customer 309,Education,UK,EMEA,London,4,596.0,10.0%,59.60,536.40,200.00,336.40,62.7%,18.22,Express,Delayed,2
02-10-2024,04-10-2024,BE-10537,In-Store,Medium,PROD-COM-53,Computing,Pro Monitor 27,120.0,279.0,CUST-238,Customer 238,Education,Canada,NA,Toronto,13,3627.0,5.0%,181.35,3445.65,1560.00,1885.65,54.7%,40.91,Standard,Delivered,5
15-04-2024,16-04-2024,BE-10538,Distributor,Medium,PROD-SMA-28,Smart Home,Beacon Camera,35.0,99.0,CUST-713,Customer 713,Consumer,UK,EMEA,London,2,198.0,0.0%,0.00,198.00,70.00,128.00,64.7%,5.86,Express,Delivered,4
24-03-2024,25-03-2024,BE-10539,In-Store,Low,PROD-AUD-33,Audio,NeoBuds Pro,45.0,120.0,CUST-467,Customer 467,Corporate,Australia,APAC,Sydney,2,240.0,0.0%,0.00,240.00,90.00,150.00,62.5%,9.45,Overnight,Delivered,5
08-04-2025,11-04-2025,BE-10540,Distributor,Medium,PROD-AUD-71,Audio,Aero Headphones,80.0,199.0,CUST-433,Customer 433,Corporate,USA,NA,Los Angeles,11,2189.0,15.0%,328.35,1860.65,880.00,980.65,52.7%,50.73,Express,Delivered,5
09-04-2026,12-04-2026,BE-10541,In-Store,Medium,PROD-SMA-55,Smart Home,Beacon Camera,35.0,99.0,CUST-912,Customer 912,Consumer,France,EMEA,Paris,13,1287.0,10.0%,128.70,1158.30,455.00,703.30,60.7%,58.29,Express,Delivered,5
20-01-2024,24-01-2024,BE-10542,In-Store,Medium,PROD-AUD-82,Audio,Wave Soundbar,110.0,299.0,CUST-761,Customer 761,Consumer,India,APAC,Mumbai,9,2691.0,10.0%,269.10,2421.90,990.00,1431.90,59.1%,27.96,Standard,Delayed,3
10-05-2024,11-05-2024,BE-10543,Distributor,High,PROD-SMA-91,Smart Home,Beacon Camera,35.0,99.0,CUST-761,Customer 761,Education,India,APAC,Mumbai,11,1089.0,5.0%,54.45,1034.55,385.00,649.55,62.8%,34.94,Standard,Delivered,4
27-09-2024,30-09-2024,BE-10544,In-Store,Medium,PROD-WEA-85,Wearables,FitTrack Watch,50.0,149.0,CUST-448,Customer 448,Education,USA,NA,Los Angeles,9,1341.0,0.0%,0.00,1341.00,450.00,891.00,66.4%,23.17,Overnight,Delivered,1
29-03-2026,03-04-2026,BE-10545,In-Store,Critical,PROD-AUD-74,Audio,Wave Soundbar,110.0,299.0,CUST-112,Customer 112,Consumer,Canada,NA,Toronto,13,3887.0,0.0%,0.00,3887.00,1430.00,2457.00,63.2%,54.58,Standard,Delivered,1
05-06-2025,07-06-2025,BE-10546,In-Store,Medium,PROD-AUD-84,Audio,NeoBuds Pro,45.0,120.0,CUST-716,Customer 716,Consumer,India,APAC,Mumbai,12,1440.0,5.0%,72.00,1368.00,540.00,828.00,60.5%,42.21,Standard,Delivered,5
20-12-2024,24-12-2024,BE-10547,Online,Medium,PROD-AUD-10,Audio,Wave Soundbar,110.0,299.0,CUST-188,Customer 188,Consumer,USA,NA,New York,3,897.0,0.0%,0.00,897.00,330.00,567.00,63.2%,8.46,Express,Delivered,5
13-09-2024,16-09-2024,BE-10548,In-Store,Medium,PROD-AUD-56,Audio,Aero Headphones,80.0,199.0,CUST-113,Customer 113,Education,Australia,APAC,Sydney,3,597.0,0.0%,0.00,597.00,240.00,357.00,59.8%,8.18,Express,Delivered,4
02-08-2025,09-08-2025,BE-10549,Distributor,Medium,PROD-WEA-74,Wearables,Aura Smart Ring,70.0,199.0,CUST-634,Customer 634,Consumer,UK,EMEA,London,7,1393.0,0.0%,0.00,1393.00,490.00,903.00,64.8%,30.07,Overnight,Delivered,4
25-10-2025,28-10-2025,BE-10550,Distributor,Low,PROD-COM-95,Computing,Pro Monitor 27,120.0,279.0,CUST-502,Customer 502,Education,Brazil,LATAM,Sao Paulo,4,1116.0,10.0%,111.60,1004.40,480.00,524.40,52.2%,13.43,Overnight,Delivered,4
28-07-2024,01-08-2024,BE-10551,Online,Critical,PROD-AUD-85,Audio,Wave Soundbar,110.0,299.0,CUST-865,Customer 865,Education,Germany,EMEA,Berlin,4,1196.0,0.0%,0.00,1196.00,440.00,756.00,63.2%,13.83,Standard,Delivered,5
29-10-2025,02-11-2025,BE-10552,Distributor,Low,PROD-COM-52,Computing,Apex Desktop,750.0,1599.0,CUST-394,Customer 394,Consumer,Mexico,LATAM,Mexico City,4,6396.0,0.0%,0.00,6396.00,3000.00,3396.00,53.1%,8.13,Standard,Delivered,5
16-06-2024,19-06-2024,BE-10553,In-Store,Medium,PROD-COM-42,Computing,Apex Desktop,750.0,1599.0,CUST-416,Customer 416,Corporate,France,EMEA,Paris,2,3198.0,0.0%,0.00,3198.00,1500.00,1698.00,53.1%,6.77,Express,Delivered,5
21-08-2024,27-08-2024,BE-10554,Distributor,High,PROD-WEA-40,Wearables,FitTrack Watch,50.0,149.0,CUST-185,Customer 185,Corporate,Australia,APAC,Sydney,1,149.0,0.0%,0.00,149.00,50.00,99.00,66.4%,3.71,Express,Delayed,5
05-04-2024,07-04-2024,BE-10555,Distributor,Low,PROD-WEA-41,Wearables,FitTrack Watch,50.0,149.0,CUST-987,Customer 987,Education,USA,NA,Los Angeles,2,298.0,0.0%,0.00,298.00,100.00,198.00,66.4%,8.94,Overnight,Delivered,5
18-05-2026,22-05-2026,BE-10556,Online,Medium,PROD-MOB-60,Mobile,Alpha Lite,150.0,349.0,CUST-684,Customer 684,Consumer,Brazil,LATAM,Sao Paulo,6,2094.0,10.0%,209.40,1884.60,900.00,984.60,52.2%,16.97,Standard,Delivered,5
28-05-2024,01-06-2024,BE-10557,In-Store,High,PROD-COM-54,Computing,Apex Desktop,750.0,1599.0,CUST-886,Customer 886,Corporate,USA,NA,New York,4,6396.0,0.0%,0.00,6396.00,3000.00,3396.00,53.1%,17.36,Standard,Delivered,4
20-04-2024,22-04-2024,BE-10558,In-Store,Critical,PROD-AUD-79,Audio,NeoBuds Pro,45.0,120.0,CUST-422,Customer 422,Education,USA,NA,Los Angeles,6,720.0,10.0%,72.00,648.00,270.00,378.00,58.3%,26.58,Overnight,Delivered,3
27-09-2024,03-10-2024,BE-10559,Distributor,Low,PROD-MOB-65,Mobile,Quantum Phone X,400.0,899.0,CUST-918,Customer 918,Corporate,Germany,EMEA,Berlin,1,899.0,15.0%,134.85,764.15,400.00,364.15,47.7%,2.55,Overnight,Delivered,5
